SquareFeet,Bedrooms,Bathrooms,GarageSpaces,YearBuilt,LotSize,Neighborhood,IsRenovated,HasPool,HouseCondition,Price
4002,1,2,2,1970,4567.285552762866,West Hannahchester,0,0,7,5497764.252737508
2955,4,1,0,2004,3365.784195511976,East Shawnborough,0,0,10,4005717.789344107
3450,1,3,2,2018,4026.265328041686,Port Kimberlymouth,1,1,1,4903175.574569955
2369,5,1,1,1975,2149.178296094119,East Thomas,1,0,7,2806415.5040760366
2986,1,1,2,2004,7110.8664035838665,East Loganfort,1,0,6,7782395.431113572
2534,5,1,0,1995,5581.179502175922,Barnettport,0,1,4,6234897.664652086
1146,1,1,1,2011,6524.474168303888,Lake Joshua,1,1,9,6867877.582936815
4219,2,1,1,2019,3727.8349995710946,Johnsonchester,1,1,4,4637998.2616398055
3911,1,2,2,2003,6881.184688687321,South Jeffrey,0,0,2,7775933.195656631
2734,5,1,2,1953,2481.3899946248275,Thomasside,1,0,4,3241849.99734173
2843,1,1,0,1994,6872.254444010787,Johnshire,0,1,4,7510130.738969078
1488,1,2,1,2003,1730.2434236584656,Lake Lauraville,0,0,9,2110586.0652400167
3976,1,3,2,2002,4602.458399977094,Russellburgh,0,1,7,5580678.40679801
2959,5,2,1,1993,6487.777438364327,Deanmouth,1,0,5,7259345.682386717
2663,1,3,0,1985,8697.857901482892,Lake Larry,0,0,7,9422315.756601455
3598,4,1,1,1983,8311.735234853546,West Tracy,0,1,4,9181959.519141706
3385,4,2,2,2001,5742.550693158291,New Kristenport,0,1,6,6598712.507824154
3919,5,3,0,1955,8950.336276313288,Anthonyview,0,0,1,9812966.189087024
1640,2,3,0,1987,5553.126687271963,Lake Doriston,0,1,4,5951374.19258833
2802,4,2,1,1982,5654.500440594055,Hallville,1,1,6,6414542.508187111
3520,3,2,2,2004,7484.982820096126,East Krista,0,0,4,8425650.7434791
2969,4,2,1,1972,8900.040904940246,Tatehaven,1,0,6,9754711.199320326
3198,3,2,1,1993,6424.448466628769,Lake Joelport,0,0,10,7107914.685559486
2438,5,2,1,1977,9497.725803276882,Dawsonton,1,1,5,10252112.68465312
4369,2,1,2,2013,3093.274594473524,New Michael,1,1,4,4064374.184356403
2634,3,1,1,1997,9318.784861291555,East Rileyshire,0,0,4,10042478.539726011
1262,3,2,1,2008,2994.8765971709727,Peterchester,1,0,4,3377682.2664509565
2787,4,2,0,2008,5737.739474304876,Michaelberg,1,1,9,6448555.9941381905
3191,3,1,0,1992,8164.286166015699,Jacobberg,1,1,9,9002958.055414239
3393,5,3,0,1992,8214.25750567127,Barbaratown,1,0,10,9086497.27264117
1623,5,1,2,1962,3503.43335952518,New Ellenshire,1,1,1,4074076.156817607
2016,5,2,1,2021,9873.056982669774,West Devinchester,1,0,8,10449929.951979991
4643,4,3,1,1992,1725.4307990753632,Smithport,1,0,4,2877463.061764226
1880,2,2,0,1962,1313.0447235901715,Christianland,1,0,4,1839181.332553905
3049,4,3,1,1984,8573.765131393604,West Ericchester,0,1,1,9405535.07198858
3944,5,2,2,1960,8371.17019517842,Dakotachester,0,1,9,9305388.49365168
2327,4,1,1,1970,7415.35701772018,Sandraton,1,0,1,8051851.527597025
3301,5,2,0,2021,8656.966217034344,Whiteburgh,0,1,9,9515602.330352506
4723,1,1,2,1975,2238.033306046184,Lake Allison,1,0,5,3361416.257850391
1452,1,3,1,1999,1861.1879043678337,Tamaraborough,0,0,1,2331331.5443020337
4108,3,1,1,1998,9724.623697998366,Port Jeffrey,0,1,3,10716564.639524506
2183,2,3,1,1962,6618.141935132909,Lake Tylerfort,1,0,3,7187940.528620324
4062,1,2,2,1988,9278.62072473819,Garciaberg,0,1,1,10181202.841660675
3056,5,1,1,2004,9157.989017910082,Stephanieshire,1,0,3,9937168.245442785
4304,4,3,0,1956,6878.2585543255,Port Amy,1,0,6,7959730.578353666
4170,4,3,0,1992,6656.270616366912,Hardyville,0,1,9,7626845.714340921
2682,3,3,0,1991,4239.51223576131,Jonestown,0,1,3,4899038.603202225
3863,4,3,0,2007,2341.9905035679312,Port Johnfurt,0,1,8,3291288.118822979
3255,1,2,2,1961,7179.44457408288,Kimberlyland,1,0,2,7918530.062748116
2154,4,2,0,1962,8360.745129517569,Jamesstad,0,1,9,8901584.588851996
1403,1,2,0,1961,5901.613750337533,New Heidichester,1,0,5,6324218.9683645405
3199,1,3,0,1987,1457.8222610381224,Gutierrezberg,0,1,9,2327655.256054074
3101,2,2,2,1952,2304.2593512439234,Adamsside,1,0,7,3131611.6313603013
4191,3,3,2,2021,1917.643045736878,Port Lisa,1,0,9,2905721.7916134456
2696,5,3,1,2011,6920.48483766103,Hallstad,1,0,2,7681085.088776316
4991,1,3,0,1980,6083.1017842318115,Grantside,1,1,2,7176829.340953408
1627,3,1,1,2021,5198.502645493126,Jimenezmouth,0,0,3,5632144.660287942
1586,5,2,2,1986,5890.677003108683,Lunaside,1,1,8,6395993.314703006
2648,4,2,1,1973,3483.593581188321,North Matthew,1,0,7,4175463.4114794456
2443,3,1,2,2017,8242.544543694941,Jeremymouth,0,0,7,8922981.636123577
2445,3,1,1,2013,3956.9072623525512,New Deborahfurt,0,0,8,4562301.570399885
1103,3,1,0,1965,6798.710744976046,Audreyton,1,0,5,7232768.723452641
4923,4,1,2,1967,4517.868219687797,Carrilloside,0,0,10,5717277.661775405
1253,4,3,2,2017,1649.4987247569616,North Matthew,1,0,3,2114907.9436039394
4298,3,2,2,1989,3312.562819790763,Williamsberg,0,0,1,4326585.151708604
4183,2,2,0,2007,9685.884946559216,Lake Jefffurt,1,1,9,10685876.619758988
3557,1,2,0,1994,2714.8340839734137,Anthonyfort,0,1,8,3528916.4385422245
2496,4,3,2,2002,1944.358242049966,Christinabury,0,0,1,2646804.680531398
1098,2,2,2,1976,3620.3697300428516,New Ryanview,1,0,5,3934219.9219528055
3200,4,1,0,1985,8901.333171681905,Jasonmouth,1,1,10,9717695.043286448
2884,3,2,0,2017,3754.2378189372307,North Jefftown,1,1,9,4397611.325094733
3961,2,2,0,1962,4756.421256662919,New Haley,0,1,8,5749185.650364663
2919,5,3,0,2000,3790.692291721309,Alexishaven,1,1,5,4592698.56471161
1877,1,1,0,1997,9900.76206434212,Bethburgh,1,1,2,10495729.311829105
1337,1,1,0,2009,9998.87589227164,Port Christina,1,0,3,10396310.385932915
4777,4,1,1,2019,5344.954779252864,Obrienborough,1,0,6,6484544.156664009
3869,1,2,0,2000,8063.431386116679,New Crystalstad,1,1,9,8963893.325576285
4234,5,1,0,1963,2980.5385380975413,Harrisburgh,0,0,7,3897342.849323525
4791,2,1,2,1992,4368.656320247477,Andersonberg,0,0,7,5473813.565609538
1956,2,2,2,1952,7114.057042858644,Victoriafurt,0,1,2,7715964.1170674255
2704,3,3,1,1974,3576.955605086709,Harryside,0,1,2,4313938.442002339
1160,2,2,0,1983,3022.2886856786004,Caseyport,0,1,7,3404316.1626228443
2603,4,3,2,2019,9300.140937959683,Brownbury,0,1,3,10073967.543088635
3848,5,3,2,2005,3198.6826831148605,South Donaldmouth,0,1,9,4145118.2091443497
1397,3,1,1,2014,1533.5003704678643,Stefaniehaven,1,0,3,1995448.4437680838
2300,4,1,0,2009,7759.792125773356,North Juliestad,1,0,4,8354962.160247005
1815,4,2,2,1997,3189.4145913592124,Kathleenchester,1,0,2,3746568.071310171
4987,4,3,0,2021,5051.657326408337,Richardfort,1,0,10,6222577.54305297
2527,1,2,1,1968,2004.0133056932618,Fisherville,1,1,2,2670857.3271750365
2919,4,1,1,1984,1616.6402056602738,North Juan,1,0,8,2315876.9005540432
2415,1,3,0,1982,5144.011045610529,Jenniferburgh,1,0,1,5825020.171550965
2158,2,1,1,1991,4033.795079833825,Thompsonmouth,1,1,4,4631562.660749417
2218,1,1,2,2003,5553.327042388028,Virginiaberg,0,1,7,6136353.19375681
1400,4,1,1,1988,9692.049297341817,Port Royhaven,1,1,6,10224114.786616044
1639,5,3,1,2013,4666.494576231495,East Brentmouth,0,1,9,5147866.768861346
4104,5,3,0,1987,6423.913933685753,South Roseview,1,1,8,7421235.042736817
3735,2,1,2,1987,1878.3584407155913,Lake Nicholas,0,1,2,2761897.7034579646
1459,4,3,0,2001,8973.258444953586,Denisetown,0,1,10,9411158.091830581
1954,1,1,0,1996,8252.749930999564,Thomastown,1,1,10,8769989.708612291
4954,5,1,0,2014,5701.663050340946,North Micheleville,1,1,10,6900587.502780506
1469,3,1,1,1991,2650.3918684896767,Thomasside,1,1,6,3163074.697815769
4446,4,3,1,2004,4833.549274489262,North Rebeccaberg,1,1,1,5948443.139185441
2045,4,2,0,2008,3676.4559631778325,Lake William,0,1,3,4236720.383759426
3797,3,2,1,2015,9950.65079853864,Suzannehaven,1,1,8,10881094.137262061
2693,5,3,1,2003,5417.544596800795,Farleyshire,0,1,10,6151364.482431422
3085,3,3,0,2000,4800.097944865021,Johnmouth,1,1,1,5571765.299432713
3277,2,1,2,1972,2521.5248449896976,Barrettchester,0,1,1,3396417.430260011
4436,1,1,2,1960,3151.980544325732,Fernandezburgh,0,0,1,4130688.932373285
1562,1,2,1,1985,7404.289427690223,New Michellemouth,1,1,5,7836011.888540997
3485,5,1,2,2005,5814.183993172513,East Brian,0,0,7,6668360.3333704285
2799,3,2,2,1991,4222.281814342339,Port Jasontown,0,0,4,4950871.198807803
4354,4,2,1,1962,3673.1231728971347,Carlside,0,0,9,4771617.662764443
3074,4,3,2,2001,2806.6622161927708,New Benjamin,1,0,6,3654729.129084845
1225,4,3,1,1979,1305.0810357072553,Gordonview,1,0,5,1841196.731457838
4348,2,3,0,1961,9794.349717466464,Jaredberg,0,1,5,10785028.371889463
1797,2,2,2,1970,7777.993158195669,Blackchester,0,0,6,8276306.95855591
4680,4,3,0,1961,9350.837336025985,North Nicole,1,0,2,10509223.358934516
3331,5,2,0,2011,4712.957797548596,South Christopherside,1,0,3,5500469.062241176
3926,2,3,1,1988,8824.444752836807,East Patriciaport,0,1,3,9778200.900266988
1959,2,2,2,1993,3306.2492971883253,New Christopher,1,0,9,3831102.4900906235
2504,1,1,2,1953,5588.513325168002,Andrewberg,0,0,4,6190358.601355802
1452,1,1,2,1980,2822.3149586864993,West Tanyamouth,1,0,6,3217063.084993122
4067,5,2,2,1973,7933.034488022266,Hernandezberg,1,0,1,8819843.814350951
4900,2,2,1,1991,5478.418062397509,Richmondport,1,0,7,6639271.289561298
1815,2,1,0,1998,5826.456445553036,Greenbury,1,1,6,6344061.547223605
1658,3,2,2,1969,8735.091667332092,Port Patrickview,1,1,7,9262722.6389585
4587,5,2,2,1957,7652.956757198404,Port Brittney,1,0,10,8658834.496721707
1546,5,1,1,1982,9696.393610593872,Mcguirestad,0,0,3,10175406.06698192
2215,3,2,2,2017,4648.023992643798,Kimberlytown,0,0,1,5270244.912644876
4120,3,3,2,1987,5153.092502240705,Lake Jerry,0,0,5,6105972.237898309
4583,1,1,0,1985,6538.048171838043,Port Bonnie,0,0,6,7621527.375726046
1016,5,3,2,1997,5079.812063447676,Hannahchester,0,0,10,5385274.872455318
4243,5,2,2,1957,4776.538417014646,South Christopherton,1,0,4,5845189.628661391
2243,3,2,0,2009,4065.145677369556,Carrieport,0,0,8,4526502.550985465
3205,4,3,2,1973,8486.957973943832,Scottmouth,0,0,3,9286459.121727284
3524,4,2,0,1966,5801.40427278429,Stacyburgh,1,0,8,6684730.150226481
2069,1,2,1,2014,6466.628162598107,Paulmouth,1,0,5,6996755.310630966
4444,4,3,0,1988,2836.679805257908,Hectorburgh,0,0,9,3851667.9193283254
3565,4,2,0,2004,3265.9883237003605,Port Mitchell,1,1,9,4209481.50879054
3146,4,1,2,2010,4058.138875787205,Dennismouth,1,0,5,4802158.839265855
4963,2,3,2,1980,5188.320786773482,South Brittanymouth,1,1,4,6273479.350885726
2768,1,3,2,1977,1395.345732498724,Alexstad,1,1,4,2171775.085853609
2060,3,3,2,1981,8995.52225428649,South Eddie,1,0,1,9516323.644044261
3327,4,3,0,1956,9133.410290077316,South Cindyville,1,0,7,9956578.753533501
4420,2,1,1,1963,6955.11928047111,Lewisville,1,1,4,7970235.091252679
3544,4,3,2,2003,3844.4755074032964,Marymouth,1,1,6,4761980.147404107
1301,2,3,0,2019,4467.864741960339,South Dianamouth,0,1,7,4904851.676072729
1180,1,2,1,2000,7606.4589898397735,Port Beth,0,1,6,7934020.983145293
1606,4,3,1,1979,3576.6190493224613,Smithfort,0,0,2,4112020.110180644
4170,2,2,1,1979,6480.262203517316,North Darrell,0,0,9,7410706.671340645
1699,5,3,0,1965,9156.439703259328,North Justin,1,1,5,9709272.812374813
1992,5,3,2,1972,4694.030488520046,North David,1,1,2,5268135.893776846
2139,2,1,0,1980,6283.438875665679,Jacobfort,0,1,1,6926344.770514716
1190,4,2,2,1961,9357.308083619178,Aguilarton,0,1,4,9628705.7213035
3300,4,1,1,1952,4065.2340931807184,Donnastad,1,0,4,4824668.244599111
1980,1,2,1,2016,7836.757709617455,Alvaradoview,1,1,9,8371113.977987519
3975,1,3,0,1987,7796.096703062414,Port Ian,1,0,2,8671558.64014681
3006,3,1,1,1965,9356.45674424857,Brentfurt,0,1,1,10181802.217128469
2184,1,2,0,1953,8727.30387264834,New Stephanie,1,1,8,9249874.065908138
4327,4,2,2,1969,7739.453652265249,New Valerieburgh,0,1,4,8767178.496172212
4394,3,1,1,1994,6728.638852938325,North Brandiburgh,1,1,2,7974378.253270286
1127,1,2,2,1962,3170.6946189834193,North Leslie,1,1,8,3625644.695574382
3065,2,3,1,1951,7035.838054011633,Smithchester,1,1,8,7743532.072529701
2816,5,2,2,1980,3487.9911953665173,Lake Jessemouth,1,0,1,4379155.434518453
2758,1,3,1,1977,4960.176448205703,East Jamesstad,1,0,4,5766301.706470402
3613,1,2,2,2008,7387.28773150937,West Jeffrey,0,1,10,8211605.90130924
1569,2,1,1,1960,7074.048228912604,Jenniferfort,1,1,10,7583756.665854073
2346,4,3,0,1984,4610.791835978497,West Gail,0,0,5,5155378.401287197
2895,2,2,2,1998,2644.0811737845092,New Ericland,1,1,1,3413787.8251468386
3733,1,3,2,1993,5357.282086783981,South Tracy,1,0,6,6279519.127675294
4863,4,1,0,2007,3429.7562842502875,Angelicamouth,0,0,1,4522010.94491221
1625,3,2,0,2000,3298.9103082399974,Zacharyland,1,0,2,3792167.475407279
4359,1,2,0,1966,3941.1422690190834,New Deanna,0,0,9,4998613.873854303
3901,2,3,1,1953,7356.139826370623,Moniqueburgh,0,1,8,8296370.777941116
2686,3,1,0,1982,5475.572487710566,Cookland,0,1,4,6075962.868224047
4009,5,1,1,2011,4358.53879141729,South Rebecca,1,0,9,5274963.746956159
4710,3,2,1,2021,9105.353327756588,East Jamesside,1,1,3,10200066.55173945
1154,2,3,0,1992,7361.026068685838,Port Dennisport,0,1,1,7718233.904080988
3537,3,2,0,1991,5451.875445981489,Avilafurt,1,1,5,6349268.417661028
2409,2,2,1,2000,4791.595265462905,North Jesse,1,1,8,5468454.379355342
1784,1,3,2,1987,8370.071480958755,Lake Martinstad,1,0,6,8846409.899151258
4175,4,1,2,1992,2556.320445347231,Kingmouth,1,0,4,3521362.150419053
4464,5,2,0,1997,6977.38532893438,Maryport,1,0,10,8167128.119442745
4882,4,2,2,1991,1189.1376900826237,West Garyhaven,1,0,1,2340201.656263851
1245,4,3,1,2006,1062.646417567826,North Ricardo,1,1,1,1556880.2305077284
4247,4,3,2,2003,9386.05323842327,Lewisport,1,0,6,10304563.142068785
4110,2,2,1,1966,5625.897204170542,East David,0,0,5,6714883.593074943
2500,2,1,0,2000,3836.056830072692,Jayport,0,1,5,4448943.247187639
2705,5,3,0,1958,8152.265838745415,Heatherstad,0,1,9,8790373.55331621
3806,2,2,2,1957,9863.45205378204,Schmittland,0,1,7,10808258.742647346
1537,2,1,0,2012,1309.7241227758075,Silvafort,0,0,5,1843821.3995205942
2890,2,3,0,2005,1341.6462482187594,New Zachary,1,1,4,2189228.091027758
2841,2,3,1,2019,8693.038471273576,West Sarahmouth,0,0,4,9384887.421377447
1920,1,2,1,1958,6010.433197880598,Lake Christinafort,1,1,1,6576208.729955089
3455,5,3,1,1954,8944.675675678736,Port Frank,1,0,2,9758403.964472435
1524,2,2,1,2021,7251.78769276422,Mauricefurt,1,0,8,7786030.503037184
3875,5,3,0,2013,5235.2708639547045,Williamsside,1,0,7,6228371.699170467
2529,3,1,1,2001,2452.1133233363316,Amandamouth,0,1,4,3188351.369416504
3950,1,1,1,1984,4508.750322747014,West Amanda,1,1,1,5432864.013858096
4896,2,3,1,2009,8084.305833028319,East Sheryl,1,0,4,9270606.17350592
1035,1,2,2,1988,3105.25794654548,Sullivanshire,0,0,9,3421960.2260298664
1684,1,3,1,1955,7411.298445918336,South Kimberly,1,1,4,8038165.922610524
1019,3,2,0,1970,3226.101212140013,West Jeremy,1,0,1,3542461.0996238897
3368,5,3,0,1985,5171.809403467313,Chapmanland,1,1,10,6000472.030112918
4847,1,1,1,1967,1768.8880387981214,North Stevenberg,1,0,8,2935174.7326357504
3559,4,2,2,1950,5094.986128641056,South Michael,1,1,9,5943717.813495123
1399,3,1,2,1966,6514.322898781378,Michaelside,0,0,3,6948791.473150416
3701,4,1,2,2018,6069.862374491769,Ballardmouth,0,1,2,6908817.838024355
1971,3,1,2,1955,4658.198629566767,Port Jefferyberg,1,1,5,5234702.139801944
2906,4,3,1,2007,4327.257481635664,Nataliestad,1,0,1,5024881.479462858
3518,4,2,1,1994,3478.5888172829227,Herrerachester,1,1,4,4383197.159941856
2166,1,1,0,2021,7903.936591366665,Lanceton,1,1,6,8513642.239417957
2115,1,2,0,1997,8043.742879230218,New Codyborough,0,0,7,8574693.41767475
4425,3,2,2,1999,5347.247949404014,Lake Pamela,1,0,2,6487995.853097671
1833,5,1,2,2005,4443.055884050762,East Thomas,0,1,10,4953313.422737204
2823,1,3,0,1958,6736.806750724377,Lake Jenna,0,0,9,7401179.466628098
3774,1,1,0,2011,6019.5908988565425,Kellyfurt,1,0,2,6891165.029043915
2982,2,1,2,1980,7005.29919768693,Brownburgh,1,1,5,7755906.989489195
1853,1,2,0,2014,3754.139789896056,Ryanview,0,1,7,4148888.6630974575
1050,5,3,2,2010,8095.146033583865,Karenville,0,1,9,8540327.968859354
4736,2,2,1,1959,3850.685297668811,Shirleyburgh,0,0,7,4888302.955315811
4769,4,3,2,2002,4768.509446871942,Lindseyberg,0,0,6,5864123.931919282
1574,4,1,1,2013,2191.8045538455976,South Anthonytown,1,0,6,2698200.79062343
4261,2,3,1,2013,8698.323900636271,Jeffreyside,0,0,5,9673808.01684357
2148,2,2,1,1999,6798.463717338878,New Gregoryburgh,1,0,9,7385549.502773581
3197,2,1,0,2014,3117.58352911372,West Susanville,1,0,10,3862409.6404329394
3361,3,3,0,1963,8665.462484220803,Annaview,0,0,4,9545408.489342643
3617,5,3,2,1972,7343.137071838108,New Patrick,1,1,2,8304148.135025489
4413,5,2,1,1977,4979.622299520244,Jodiview,1,1,1,5981236.394322045
3352,4,3,2,2007,9908.585481620681,Thomasland,1,1,4,10845176.491947234
2715,4,1,1,1989,4034.8877505493174,Lake Kimberlyland,1,1,1,4732771.18701953
1681,4,3,1,2013,1895.9461006289202,New Amandabury,1,1,9,2460988.8956984463
1837,1,2,2,1951,7601.131435440357,Morrowmouth,0,0,8,8140655.4378346875
4854,4,3,2,1992,7813.4413579949805,Darrenshire,0,1,4,8877283.601228544
2077,2,1,2,1961,1530.6859543199225,New Jessica,1,0,2,2131209.115767706
4050,4,1,2,1984,8374.772098034988,New Robert,1,1,10,9404516.552955022
3491,2,3,0,2018,7983.473624861438,Lawrenceside,0,1,10,8829014.995021984
3660,3,3,1,2012,9366.367346430263,West Trevorhaven,0,0,6,10266865.805402245
4040,1,1,1,1990,2066.9421029759956,Brownville,1,1,6,3025663.3562784516
3311,1,2,0,2013,6407.286024528106,Valdezville,1,1,3,7106333.748958235
4124,5,1,1,1967,2974.8028746103228,Lake Brianmouth,1,0,3,3931610.608412731
2595,3,3,0,2019,4594.977577459302,Amberchester,0,0,7,5285308.265604036
4051,2,3,1,1960,3385.8174619218817,Connieborough,1,0,7,4367083.682749784
4691,3,2,0,2014,5043.679318036444,Port Mackenziemouth,1,0,10,6175450.27256826
1004,1,1,0,1972,2015.886955788498,New Helenstad,1,1,9,2373383.3442504853
2126,2,1,1,1953,3731.6395707335905,Lake Carol,1,0,6,4429762.69471915
2219,3,2,1,1956,1638.2685581187664,Lake Ashley,1,1,10,2267767.5198534764
1773,1,1,1,1990,5426.487892460452,Nicoletown,1,1,5,5969830.594489393
1876,2,2,2,1998,3670.1488868335255,New Mary,0,0,10,4276750.888364044
1991,2,1,1,1966,6312.776966332858,New Whitneyland,0,0,9,6797583.535485022
3931,1,2,1,2004,5108.015632781514,East Amyfurt,0,0,2,6040232.727976336
4421,2,2,1,1976,3194.6778061091186,East Jeffreymouth,0,0,2,4193579.3919781973
1046,1,2,2,1961,1926.4619673633745,Pruittbury,0,0,4,2201156.5581650687
3914,4,3,1,1996,7779.850195663336,Joshuaview,1,1,4,8760756.62629686
3870,4,3,0,1983,6698.192986771965,East Monica,1,1,10,7689528.991201891
3983,2,3,0,1957,1296.3699668760416,South Sharonside,0,1,10,2203615.3715472966
4891,2,1,2,1972,9904.29003973553,Lisafort,1,1,10,11165533.552949585
3703,1,2,2,1975,6782.412471378584,North Shane,0,0,4,7676935.214142879
1268,2,1,2,1983,2864.6270806281673,Rodriguezfurt,1,0,5,3281100.7070596246
1369,5,1,2,1981,8564.47185766578,Kristieburgh,0,0,3,8996073.070176454
1635,4,2,2,1955,8938.906496259815,North Davidview,0,0,2,9440245.79676002
2129,2,3,1,2014,6163.168571121906,Robbinsland,1,0,4,6887375.90633553
2693,2,1,0,2008,8970.149780885746,New Phillip,0,0,9,9650578.11678954
2682,3,1,0,1999,1262.545870809513,Huntside,1,1,4,2020247.6521410423
1656,2,1,1,2017,9506.500400506362,Lake Mark,0,0,10,9905635.65342391
1119,5,3,2,1957,1514.8325267824198,Port Christopher,1,0,10,1976350.3317016042
1830,4,2,1,1989,6781.51057564394,Timothytown,0,0,1,7341529.408341892
2810,3,2,2,1995,4113.051732458201,Samanthafort,0,1,10,4835673.405233451
4675,1,1,0,1982,1353.8111630154879,South Raymond,1,0,8,2352941.2757286215
2081,1,2,0,2007,9363.594762416618,Port Mindyland,1,0,3,9912605.731106587
2974,4,3,2,1952,2218.218933298667,West Richard,1,1,1,2975929.0681214966
2369,1,2,1,1976,8683.69768681581,South Maria,1,1,1,9349454.501288878
1740,5,1,2,2014,3973.1050811437262,Faithstad,1,1,5,4477008.49526367
4545,2,1,2,2006,7670.476024635309,South Crystal,0,0,4,8815238.43568499
1116,4,2,0,1984,3287.987108273247,Wolffort,1,1,7,3627760.3884183173
2853,3,1,2,2001,6250.9054395489065,Derrickville,0,1,7,6939975.75028726
3838,2,3,1,2000,8195.98426430445,Jaimeshire,1,1,9,9066492.909020538
2150,1,3,2,1966,6095.618472971187,East Kayla,0,0,3,6769955.046343146
4464,1,3,0,2001,3758.9730727866886,Santiagoview,1,0,10,4746734.966053777
2931,3,3,1,1997,3100.9216052010956,West Aaronfort,0,0,10,3811395.474849158
2012,5,1,1,2007,2573.2503710357923,New Justin,1,0,2,3116674.335486739
2664,3,1,0,1975,8549.312698389223,Taylorland,0,0,1,9268205.612022398
2081,4,2,0,1976,6498.483626208757,Christopherton,1,1,2,7186416.498376634
1633,3,1,2,1973,5578.101322817061,Meyerton,0,1,2,6148260.312231691
1512,1,2,0,1960,3246.226154458624,Shafferfort,1,1,6,3703142.434466028
4822,5,1,0,1957,4903.779236866038,Johnstad,1,0,1,5958339.211415099
3849,5,2,0,1997,6580.565275191906,New Lindsey,0,1,8,7424583.469738728
2119,3,2,0,1981,1646.9348816084223,East James,1,1,5,2254563.489680128
4709,4,3,1,1978,4246.434429219489,Joneschester,0,1,1,5306712.81350992
2141,1,2,1,1954,3155.532865730335,New Douglas,0,1,7,3742562.218403433
1559,2,2,1,1998,6818.634156359598,North Jimmy,0,0,8,7199526.108217065
4672,5,2,0,1962,6456.421071657939,Leeton,0,1,1,7630059.656208461
1487,3,2,2,1991,3694.739451806538,Zacharyshire,1,1,2,4104811.639921159
4308,4,2,2,1959,1374.6764989617864,South Sherry,1,1,9,2408480.1746868063
4956,4,3,2,1975,2645.3147572610414,South Coleville,1,1,10,3744827.006809782
1896,1,2,2,1975,2440.5586803541864,Johnsonstad,1,0,2,2935471.238585315
